miRNA	targetID	symbol
Hsa-miR-30b	2355	FOSL2
Hsa-miR-30b	22866	CNKSR2
Hsa-miR-30b	140628	GATA5
Hsa-miR-30b	5862	RAB2A
Hsa-miR-30b	1073	CFL2
Hsa-miR-30b	118856	MMP21
Hsa-miR-30b	54957	TXNL4B
Hsa-miR-30b	340784	HMX3
Hsa-miR-30b	210	ALAD
Hsa-miR-30b	10735	STAG2
Hsa-miR-30b	168455	CCDC71L
Hsa-miR-30b	183	AGT
Hsa-miR-30b	1761	DMRT1
Hsa-miR-30b	23327	NEDD4L
Hsa-miR-30b	9846	GAB2
Hsa-miR-30b	6307	MSMO1
Hsa-miR-30b	57019	CIAPIN1
Hsa-miR-30b	131377	KLHL40
Hsa-miR-30b	100130613	PRR32
Hsa-miR-30b	8832	CD84
Hsa-miR-30b	9413	FAM189A2
Hsa-miR-30b	84332	DYDC2
Hsa-miR-30b	10888	GPR83
Hsa-miR-30b	10299	MARCHF6
Hsa-miR-30b	84525	HOPX
Hsa-miR-30b	5236	PGM1
Hsa-miR-30b	217	ALDH2
Hsa-miR-30b	6464	SHC1
Hsa-miR-30b	687	KLF9
Hsa-miR-30b	283871	PGP
Hsa-miR-30b	127018	LYPLAL1
Hsa-miR-30b	124626	ZPBP2
Hsa-miR-30b	378	ARF4
Hsa-miR-30b	120892	LRRK2
Hsa-miR-30b	6614	SIGLEC1
Hsa-miR-30b	730130	TMEM229A
Hsa-miR-30b	1605	DAG1
Hsa-miR-30b	57171	DOLPP1
Hsa-miR-30b	79152	FA2H
Hsa-miR-30b	2819	GPD1
Hsa-miR-30b	6671	SP4
Hsa-miR-30b	409	ARRB2
Hsa-miR-30b	440145	MZT1
Hsa-miR-30b	2245	FGD1
Hsa-miR-30b	4782	NFIC
Hsa-miR-30b	53340	SPA17
Hsa-miR-30b	266675	BEST4
Hsa-miR-30b	23400	ATP13A2
Hsa-miR-30b	6138	RPL15
Hsa-miR-30b	196051	PLPP4
Hsa-miR-30b	11040	PIM2
Hsa-miR-30b	54442	KCTD5
Hsa-miR-30b	340554	ZC3H12B
Hsa-miR-30b	81706	PPP1R14C
Hsa-miR-30b	2035	EPB41
Hsa-miR-30b	8763	CD164
Hsa-miR-30b	170680	PSORS1C2
Hsa-miR-30b	142679	DUSP19
Hsa-miR-30b	54956	PARP16
Hsa-miR-30b	6015	RING1
Hsa-miR-30b	146705	TEPSIN
Hsa-miR-30b	7991	TUSC3
Hsa-miR-30b	84102	SLC41A2
Hsa-miR-30b	388403	YPEL2
Hsa-miR-30b	8525	DGKZ
Hsa-miR-30b	23779	ARHGAP8
Hsa-miR-30b	60491	NIF3L1
Hsa-miR-30b	93624	TADA2B
Hsa-miR-30b	171017	ZNF384
Hsa-miR-30b	6991	DYNLT2
Hsa-miR-30b	27185	DISC1
Hsa-miR-30b	51172	NAGPA
Hsa-miR-30b	2167	FABP4
Hsa-miR-30b	55250	ELP2
Hsa-miR-30b	11164	NUDT5
Hsa-miR-30b	94033	FTMT
Hsa-miR-30b	729288	ZNF286B
Hsa-miR-30b	1975	EIF4B
Hsa-miR-30b	58499	ZNF462
Hsa-miR-30b	10472	ZBTB18
Hsa-miR-30b	119504	ANAPC16
Hsa-miR-30b	5376	PMP22
Hsa-miR-30b	55251	PCMTD2
Hsa-miR-30b	8915	BCL10
Hsa-miR-30b	26531	OR11A1
Hsa-miR-30b	390245	KDM4E
Hsa-miR-30b	121601	ANO4
Hsa-miR-30b	9931	HELZ
Hsa-miR-30b	150372	NFAM1
Hsa-miR-30b	553158	PRR5-ARHGAP8
Hsa-miR-30b	10018	BCL2L11
Hsa-miR-30b	84895	MIGA2
Hsa-miR-30b	7903	ST8SIA4
Hsa-miR-30b	10758	TRAF3IP2
Hsa-miR-30b	646	BNC1
Hsa-miR-30b	151188	ARL6IP6
Hsa-miR-30b	64240	ABCG5
Hsa-miR-30b	22807	IKZF2
Hsa-miR-30b	133482	SLCO6A1
Hsa-miR-30b	6016	RIT1
Hsa-miR-30b	253832	ZDHHC20
Hsa-miR-30b	552891	DNAJC25-GNG10
Hsa-miR-30b	54413	NLGN3
Hsa-miR-30b	23408	SIRT5
Hsa-miR-30b	10746	MAP3K2
Hsa-miR-30b	5618	PRLR
Hsa-miR-30b	9341	VAMP3
Hsa-miR-30b	79000	AUNIP
Hsa-miR-30b	84733	CBX2
Hsa-miR-30b	138639	PTPDC1
Hsa-miR-30b	138199	CARNMT1
Hsa-miR-30b	10773	ZBTB6
Hsa-miR-30b	55238	SLC38A7
Hsa-miR-30b	84650	EBPL
Hsa-miR-30b	2984	GUCY2C
Hsa-miR-30b	6007	RHD
Hsa-miR-30b	10988	METAP2
Hsa-miR-30b	490	ATP2B1
Hsa-miR-30b	5470	PPEF2
Hsa-miR-30b	55343	SLC35C1
Hsa-miR-30b	154661	RUNDC3B
Hsa-miR-30b	91978	TPGS1
Hsa-miR-30b	26122	EPC2
Hsa-miR-30b	55785	FGD6
Hsa-miR-30b	56899	ANKS1B
Hsa-miR-30b	79102	RNF26
Hsa-miR-30b	166929	SGMS2
Hsa-miR-30b	3087	HHEX
Hsa-miR-30b	9863	MAGI2
Hsa-miR-30b	84056	KATNAL1
Hsa-miR-30b	375056	MIA3
Hsa-miR-30b	11130	ZWINT
Hsa-miR-30b	54931	TRMT10C
Hsa-miR-30b	8819	SAP30
Hsa-miR-30b	8499	PPFIA2
Hsa-miR-30b	7352	UCP3
Hsa-miR-30b	80739	MPIG6B
Hsa-miR-30b	4904	YBX1
Hsa-miR-30b	222389	BEND7
Hsa-miR-30b	55153	SDAD1
Hsa-miR-30b	79696	ZC2HC1C
Hsa-miR-30b	55603	TENT5A
Hsa-miR-30b	55286	C4orf19
Hsa-miR-30b	5584	PRKCI
Hsa-miR-30b	85476	GFM1
Hsa-miR-30b	9783	RIMS3
Hsa-miR-30b	79727	LIN28A
Hsa-miR-30b	283659	PRTG
Hsa-miR-30b	51778	MYOZ2
Hsa-miR-30b	4194	MDM4
Hsa-miR-30b	23557	SNAPIN
Hsa-miR-30b	10718	NRG3
Hsa-miR-30b	5787	PTPRB
Hsa-miR-30b	57600	FNIP2
Hsa-miR-30b	57099	AVEN
Hsa-miR-30b	137209	ZNF572
Hsa-miR-30b	80757	TMEM121
Hsa-miR-30b	23527	ACAP2
Hsa-miR-30b	8744	TNFSF9
Hsa-miR-30b	10539	GLRX3
Hsa-miR-30b	5253	PHF2
Hsa-miR-30b	51755	CDK12
Hsa-miR-30b	1945	EFNA4
Hsa-miR-30b	6783	SULT1E1
Hsa-miR-30b	375791	CYSRT1
Hsa-miR-30b	92579	G6PC3
Hsa-miR-30b	148022	TICAM1
Hsa-miR-30b	7786	MAP3K12
Hsa-miR-30b	4642	MYO1D
Hsa-miR-30b	81567	TXNDC5
Hsa-miR-30b	9990	SLC12A6
Hsa-miR-30b	8660	IRS2
Hsa-miR-30b	91369	ANKRD40
Hsa-miR-30b	55315	SLC29A3
Hsa-miR-30b	57648	KIAA1522
Hsa-miR-30b	101929058	LOC101929058
Hsa-miR-30b	22839	DLGAP4
Hsa-miR-30b	80704	SLC19A3
Hsa-miR-30b	112616	CMTM7
Hsa-miR-30b	403313	PLPP6
Hsa-miR-30b	150	ADRA2A
Hsa-miR-30b	1829	DSG2
Hsa-miR-30b	404281	YY2
Hsa-miR-30b	158521	FMR1NB
Hsa-miR-30b	1238	ACKR2
Hsa-miR-30b	9910	RABGAP1L
Hsa-miR-30b	80314	EPC1
Hsa-miR-30b	1944	EFNA3
Hsa-miR-30b	2915	GRM5
Hsa-miR-30b	63874	ABHD4
Hsa-miR-30b	8315	BRAP
Hsa-miR-30b	192669	AGO3
Hsa-miR-30b	79853	TM4SF20
Hsa-miR-30b	10724	OGA
Hsa-miR-30b	80232	WDR26
Hsa-miR-30b	126526	C19orf47
Hsa-miR-30b	9501	RPH3AL
Hsa-miR-30b	166647	ADGRA3
Hsa-miR-30b	84929	FIBCD1
Hsa-miR-30b	10158	PDZK1IP1
Hsa-miR-30b	2869	GRK5
Hsa-miR-30b	3720	JARID2
Hsa-miR-30b	5504	PPP1R2
Hsa-miR-30b	4856	CCN3
Hsa-miR-30b	55344	PLCXD1
Hsa-miR-30b	8396	PIP4K2B
Hsa-miR-30b	388552	BLOC1S3
Hsa-miR-30b	25977	NECAP1
Hsa-miR-30b	4741	NEFM
Hsa-miR-30b	2775	GNAO1
Hsa-miR-30b	4821	NKX2-2
Hsa-miR-30b	9131	AIFM1
Hsa-miR-30b	54363	HAO1
Hsa-miR-30b	55636	CHD7
Hsa-miR-30b	400950	C2orf91
Hsa-miR-30b	55614	KIF16B
Hsa-miR-30b	729956	SHISA7
Hsa-miR-30b	55197	RPRD1A
Hsa-miR-30b	55696	RBM22
Hsa-miR-30b	3726	JUNB
Hsa-miR-30b	10150	MBNL2
Hsa-miR-30b	25945	NECTIN3
Hsa-miR-30b	11159	RABL2A
Hsa-miR-30b	11253	MAN1B1
Hsa-miR-30b	29959	NRBP1
Hsa-miR-30b	116159	CYYR1
Hsa-miR-30b	64641	EBF2
Hsa-miR-30b	4363	ABCC1
Hsa-miR-30b	55556	ENOSF1
Hsa-miR-30b	3855	KRT7
Hsa-miR-30b	8440	NCK2
Hsa-miR-30b	11235	PDCD10
Hsa-miR-30b	8924	HERC2
Hsa-miR-30b	3839	KPNA3
Hsa-miR-30b	55917	CTTNBP2NL
Hsa-miR-30b	125228	FAM210A
Hsa-miR-30b	128025	WDR64
Hsa-miR-30b	84193	SETD3
Hsa-miR-30b	29767	TMOD2
Hsa-miR-30b	400720	ZNF772
Hsa-miR-30b	91408	BTF3L4
Hsa-miR-30b	9050	PSTPIP2
Hsa-miR-30b	6536	SLC6A9
Hsa-miR-30b	87	ACTN1
Hsa-miR-30b	3218	HOXB8
Hsa-miR-30b	58511	DNASE2B
Hsa-miR-30b	125965	COX6B2
Hsa-miR-30b	196996	GRAMD2A
Hsa-miR-30b	29986	SLC39A2
Hsa-miR-30b	10905	MAN1A2
Hsa-miR-30b	1909	EDNRA
Hsa-miR-30b	8826	IQGAP1
Hsa-miR-30b	8099	CDK2AP1
Hsa-miR-30b	9880	ZBTB39
Hsa-miR-30b	2729	GCLC
Hsa-miR-30b	22982	DIP2C
Hsa-miR-30b	747	DAGLA
Hsa-miR-30b	10501	SEMA6B
Hsa-miR-30b	54328	GPR173
Hsa-miR-30b	10168	ZNF197
Hsa-miR-30b	23387	SIK3
Hsa-miR-30b	57198	ATP8B2
Hsa-miR-30b	22934	RPIA
Hsa-miR-30b	1756	DMD
Hsa-miR-30b	728130	NUTM2D
Hsa-miR-30b	10849	POLR1G
Hsa-miR-30b	10162	LPCAT3
Hsa-miR-30b	26045	LRRTM2
Hsa-miR-30b	341116	MS4A10
Hsa-miR-30b	11102	RPP14
Hsa-miR-30b	765	CA6
Hsa-miR-30b	27340	UTP20
Hsa-miR-30b	6996	TDG
Hsa-miR-30b	145773	FAM81A
Hsa-miR-30b	9939	RBM8A
Hsa-miR-30b	54407	SLC38A2
Hsa-miR-30b	10914	PAPOLA
Hsa-miR-30b	85015	USP45
Hsa-miR-30b	7216	TRO
Hsa-miR-30b	64777	RMND5B
Hsa-miR-30b	57724	EPG5
Hsa-miR-30b	1124	CHN2
Hsa-miR-30b	60559	SPCS3
Hsa-miR-30b	27153	ZNF777
Hsa-miR-30b	55567	DNAH3
Hsa-miR-30b	2697	GJA1
Hsa-miR-30b	5017	OVOL1
Hsa-miR-30b	2219	FCN1
Hsa-miR-30b	10891	PPARGC1A
Hsa-miR-30b	285641	SLC36A3
Hsa-miR-30b	55262	MAP11
Hsa-miR-30b	84706	GPT2
Hsa-miR-30b	29902	FAM216A
Hsa-miR-30b	4199	ME1
Hsa-miR-30b	153770	PLAC8L1
Hsa-miR-30b	1363	CPE
Hsa-miR-30b	113178	SCAMP4
Hsa-miR-30b	6568	SLC17A1
Hsa-miR-30b	1641	DCX
Hsa-miR-30b	5368	PNOC
Hsa-miR-30b	81602	CDADC1
Hsa-miR-30b	152573	SHISA3
Hsa-miR-30b	114799	ESCO1
Hsa-miR-30b	55170	PRMT6
Hsa-miR-30b	23276	KLHL18
Hsa-miR-30b	79799	UGT2A3
Hsa-miR-30b	84458	LCOR
Hsa-miR-30b	55847	CISD1
Hsa-miR-30b	114907	FBXO32
Hsa-miR-30b	11086	ADAM29
Hsa-miR-30b	64881	PCDH20
Hsa-miR-30b	10772	SRSF10
Hsa-miR-30b	10495	ENOX2
Hsa-miR-30b	11228	RASSF8
Hsa-miR-30b	9117	SEC22C
Hsa-miR-30b	10645	CAMKK2
Hsa-miR-30b	827	CAPN6
Hsa-miR-30b	50863	NTM
Hsa-miR-30b	726	CAPN5
Hsa-miR-30b	65055	REEP1
Hsa-miR-30b	23155	CLCC1
Hsa-miR-30b	55432	YOD1
Hsa-miR-30b	3845	KRAS
Hsa-miR-30b	126917	IFFO2
Hsa-miR-30b	57479	PRR12
Hsa-miR-30b	28955	DEXI
Hsa-miR-30b	10242	KCNMB2
Hsa-miR-30b	54477	PLEKHA5
Hsa-miR-30b	10326	SIRPB1
Hsa-miR-30b	140767	NRSN1
Hsa-miR-30b	5411	PNN
Hsa-miR-30b	55660	PRPF40A
Hsa-miR-30b	10425	ARIH2
Hsa-miR-30b	85437	ZCRB1
Hsa-miR-30b	94160	ABCC12
Hsa-miR-30b	4140	MARK3
Hsa-miR-30b	84695	LOXL3
Hsa-miR-30b	642938	INSYN2A
Hsa-miR-30b	51493	RTCB
Hsa-miR-30b	65267	WNK3
Hsa-miR-30b	56648	EIF5A2
Hsa-miR-30b	55030	FBXO34
Hsa-miR-30b	85464	SSH2
Hsa-miR-30b	60682	SMAP1
Hsa-miR-30b	10468	FST
Hsa-miR-30b	162517	FBXO39
Hsa-miR-30b	10554	AGPAT1
Hsa-miR-30b	10365	KLF2
Hsa-miR-30b	118672	PSTK
Hsa-miR-30b	6001	RGS10
Hsa-miR-30b	989	SEPTIN7
Hsa-miR-30b	9749	PHACTR2
Hsa-miR-30b	158471	PRUNE2
Hsa-miR-30b	387104	SOGA3
Hsa-miR-30b	4099	MAG
Hsa-miR-30b	1544	CYP1A2
Hsa-miR-30b	1946	EFNA5
Hsa-miR-30b	7432	VIP
Hsa-miR-30b	51008	ASCC1
Hsa-miR-30b	26254	OPTC
Hsa-miR-30b	2670	GFAP
Hsa-miR-30b	1105	CHD1
Hsa-miR-30b	7274	TTPA
Hsa-miR-30b	85313	PPIL4
Hsa-miR-30b	51555	PEX5L
Hsa-miR-30b	23114	NFASC
Hsa-miR-30b	6730	SRP68
Hsa-miR-30b	84632	AFAP1L2
Hsa-miR-30b	100129940	HMGA2-AS1
Hsa-miR-30b	26154	ABCA12
Hsa-miR-30b	55967	NDUFA12
Hsa-miR-30b	9145	SYNGR1
Hsa-miR-30b	8516	ITGA8
Hsa-miR-30b	25890	ABI3BP
Hsa-miR-30b	81889	FAHD1
Hsa-miR-30b	6196	RPS6KA2
Hsa-miR-30b	5980	REV3L
Hsa-miR-30b	337879	KRTAP8-1
Hsa-miR-30b	100885848	PTGES3L
Hsa-miR-30b	3425	IDUA
Hsa-miR-30b	2618	GART
Hsa-miR-30b	23390	ZDHHC17
Hsa-miR-30b	794	CALB2
Hsa-miR-30b	30819	KCNIP2
Hsa-miR-30b	57144	PAK5
Hsa-miR-30b	126308	MOB3A
Hsa-miR-30b	7078	TIMP3
Hsa-miR-30b	80127	BBOF1
Hsa-miR-30b	27129	HSPB7
Hsa-miR-30b	53905	DUOX1
Hsa-miR-30b	8289	ARID1A
Hsa-miR-30b	83439	TCF7L1
Hsa-miR-30b	602	BCL3
Hsa-miR-30b	7323	UBE2D3
Hsa-miR-30b	100507670	ZNF687-AS1
Hsa-miR-30b	117178	SSX2IP
Hsa-miR-30b	51339	DACT1
Hsa-miR-30b	23262	PPIP5K2
Hsa-miR-30b	9459	ARHGEF6
Hsa-miR-30b	144165	PRICKLE1
Hsa-miR-30b	8864	PER2
Hsa-miR-30b	5292	PIM1
Hsa-miR-30b	81552	VOPP1
Hsa-miR-30b	53616	ADAM22
Hsa-miR-30b	22844	FRMPD1
Hsa-miR-30b	26284	ERAL1
Hsa-miR-30b	1116	CHI3L1
Hsa-miR-30b	100506403	LOC100506403
Hsa-miR-30b	27287	VENTX
Hsa-miR-30b	6517	SLC2A4
Hsa-miR-30b	54847	SIDT1
Hsa-miR-30b	51133	KCTD3
Hsa-miR-30b	1734	DIO2
Hsa-miR-30b	4139	MARK1
Hsa-miR-30b	57167	SALL4
Hsa-miR-30b	135656	MUCL3
Hsa-miR-30b	79668	PARP8
Hsa-miR-30b	317761	C14orf39
Hsa-miR-30b	60558	GUF1
Hsa-miR-30b	11132	CAPN10
Hsa-miR-30b	129138	ANKRD54
Hsa-miR-30b	26035	GLCE
Hsa-miR-30b	91544	UBXN11
Hsa-miR-30b	2878	GPX3
Hsa-miR-30b	9692	PRORP
Hsa-miR-30b	4760	NEUROD1
Hsa-miR-30b	23263	MCF2L
Hsa-miR-30b	4849	CNOT3
Hsa-miR-30b	83473	KATNAL2
Hsa-miR-30b	10763	NES
Hsa-miR-30b	54973	INTS11
Hsa-miR-30b	201595	STT3B
Hsa-miR-30b	255919	CNEP1R1
Hsa-miR-30b	9175	MAP3K13
Hsa-miR-30b	8754	ADAM9
Hsa-miR-30b	124222	PAQR4
Hsa-miR-30b	100288413	ERVMER34-1
Hsa-miR-30b	64098	PARVG
Hsa-miR-30b	10217	CTDSPL
Hsa-miR-30b	83546	RTBDN
Hsa-miR-30b	7414	VCL
Hsa-miR-30b	55279	ZNF654
Hsa-miR-30b	220074	LRTOMT
Hsa-miR-30b	341208	HEPHL1
Hsa-miR-30b	160851	DGKH
Hsa-miR-30b	1272	CNTN1
Hsa-miR-30b	51030	TVP23B
Hsa-miR-30b	7072	TIA1
Hsa-miR-30b	85363	TRIM5
Hsa-miR-30b	9306	SOCS6
Hsa-miR-30b	27085	MTBP
Hsa-miR-30b	9497	SLC4A7
Hsa-miR-30b	9612	NCOR2
Hsa-miR-30b	51666	ASB4
Hsa-miR-30b	113251	LARP4
Hsa-miR-30b	534	ATP6V1G2
Hsa-miR-30b	93611	FBXO44
Hsa-miR-30b	64097	EPB41L4A
Hsa-miR-30b	7103	TSPAN8
Hsa-miR-30b	389058	SP5
Hsa-miR-30b	4297	KMT2A
Hsa-miR-30b	57605	PITPNM2
Hsa-miR-30b	64077	LHPP
Hsa-miR-30b	60468	BACH2
Hsa-miR-30b	122060	SLAIN1
Hsa-miR-30b	401505	TOMM5
Hsa-miR-30b	84280	BTBD10
Hsa-miR-30b	8766	RAB11A
Hsa-miR-30b	57826	RAP2C
Hsa-miR-30b	50807	ASAP1
Hsa-miR-30b	6059	ABCE1
Hsa-miR-30b	402665	IGLON5
Hsa-miR-30b	57147	SCYL3
Hsa-miR-30b	8862	APLN
Hsa-miR-30b	10311	VPS26C
Hsa-miR-30b	53354	PANK1
Hsa-miR-30b	85446	ZFHX2
Hsa-miR-30b	36	ACADSB
Hsa-miR-30b	284129	SLC26A11
Hsa-miR-30b	57415	C3orf14
Hsa-miR-30b	4763	NF1
Hsa-miR-30b	23635	SSBP2
Hsa-miR-30b	5563	PRKAA2
Hsa-miR-30b	658	BMPR1B
Hsa-miR-30b	54943	DNAJC28
Hsa-miR-30b	375704	ENHO
Hsa-miR-30b	50859	SPOCK3
Hsa-miR-30b	29954	POMT2
Hsa-miR-30b	57466	SCAF4
Hsa-miR-30b	51164	DCTN4
Hsa-miR-30b	57221	ARFGEF3
Hsa-miR-30b	8448	DOC2A
Hsa-miR-30b	10010	TANK
Hsa-miR-30b	1260	CNGA2
Hsa-miR-30b	84933	C8orf76
Hsa-miR-30b	55743	CHFR
Hsa-miR-30b	6330	SCN4B
Hsa-miR-30b	8395	PIP5K1B
Hsa-miR-30b	50809	HP1BP3
Hsa-miR-30b	81579	PLA2G12A
Hsa-miR-30b	146227	BEAN1
Hsa-miR-30b	257144	GCSAM
Hsa-miR-30b	5019	OXCT1
Hsa-miR-30b	81605	URM1
Hsa-miR-30b	284723	SLC25A34
Hsa-miR-30b	89845	ABCC10
Hsa-miR-30b	23529	CLCF1
Hsa-miR-30b	283948	NHLRC4
Hsa-miR-30b	205564	SENP5
Hsa-miR-30b	6666	SOX12
Hsa-miR-30b	9399	STOML1
Hsa-miR-30b	8455	ATRN
Hsa-miR-30b	196441	ZFC3H1
Hsa-miR-30b	51043	ZBTB7B
Hsa-miR-30b	1993	ELAVL2
Hsa-miR-30b	79616	CCNJL
Hsa-miR-30b	10568	SLC34A2
Hsa-miR-30b	7401	CLRN1
Hsa-miR-30b	26058	GIGYF2
Hsa-miR-30b	8658	TNKS
Hsa-miR-30b	9734	HDAC9
Hsa-miR-30b	55684	RABL6
Hsa-miR-30b	5690	PSMB2
Hsa-miR-30b	728747	ANKRD20A4P
Hsa-miR-30b	5519	PPP2R1B
Hsa-miR-30b	9683	N4BP1
Hsa-miR-30b	56672	AKIP1
Hsa-miR-30b	57146	TMEM159
Hsa-miR-30b	4851	NOTCH1
Hsa-miR-30b	4718	NDUFC2
Hsa-miR-30b	5716	PSMD10
Hsa-miR-30b	114804	RNF157
Hsa-miR-30b	6855	SYP
Hsa-miR-30b	51077	FCF1
Hsa-miR-30b	95681	CEP41
Hsa-miR-30b	29915	HCFC2
Hsa-miR-30b	252995	FNDC5
Hsa-miR-30b	84886	C1orf198
Hsa-miR-30b	6601	SMARCC2
Hsa-miR-30b	947	CD34
Hsa-miR-30b	23657	SLC7A11
Hsa-miR-30b	359948	IRF2BP2
Hsa-miR-30b	54492	NEURL1B
Hsa-miR-30b	10637	LEFTY1
Hsa-miR-30b	3344	FOXN2
Hsa-miR-30b	29841	GRHL1
Hsa-miR-30b	90624	LYRM7
Hsa-miR-30b	6683	SPAST
Hsa-miR-30b	56903	PAPOLB
Hsa-miR-30b	477	ATP1A2
Hsa-miR-30b	64581	CLEC7A
Hsa-miR-30b	56650	CLDND1
Hsa-miR-30b	9904	RBM19
Hsa-miR-30b	5593	PRKG2
Hsa-miR-30b	2908	NR3C1
Hsa-miR-30b	29068	ZBTB44
Hsa-miR-30b	57787	MARK4
Hsa-miR-30b	51114	ZDHHC9
Hsa-miR-30b	65220	NADK
Hsa-miR-30b	51182	HSPA14
Hsa-miR-30b	80319	CXXC4
Hsa-miR-30b	745	MYRF
Hsa-miR-30b	117532	TMC2
Hsa-miR-30b	343099	CCDC18
Hsa-miR-30b	126433	FBXO27
Hsa-miR-30b	348995	NUP43
Hsa-miR-30b	80856	LNPK
Hsa-miR-30b	147991	DPY19L3
Hsa-miR-30b	3768	KCNJ12
Hsa-miR-30b	54454	ATAD2B
Hsa-miR-30b	6296	ACSM3
Hsa-miR-30b	1660	DHX9
Hsa-miR-30b	57026	PDXP
Hsa-miR-30b	5729	PTGDR
Hsa-miR-30b	79591	ARMH3
Hsa-miR-30b	9789	SPCS2
Hsa-miR-30b	2494	NR5A2
Hsa-miR-30b	283897	C16orf54
Hsa-miR-30b	79611	ACSS3
Hsa-miR-30b	23354	HAUS5
Hsa-miR-30b	9869	SETDB1
Hsa-miR-30b	6376	CX3CL1
Hsa-miR-30b	10048	RANBP9
Hsa-miR-30b	163933	FAM43B
Hsa-miR-30b	3888	KRT82
Hsa-miR-30b	23607	CD2AP
Hsa-miR-30b	1995	ELAVL3
Hsa-miR-30b	339448	C1orf174
Hsa-miR-30b	283464	GXYLT1
Hsa-miR-30b	7135	TNNI1
Hsa-miR-30b	1555	CYP2B6
Hsa-miR-30b	100527963	PMF1-BGLAP
Hsa-miR-30b	4629	MYH11
Hsa-miR-30b	7029	TFDP2
Hsa-miR-30b	7544	ZFY
Hsa-miR-30b	55186	SLC25A36
Hsa-miR-30b	6728	SRP19
Hsa-miR-30b	7857	SCG2
Hsa-miR-30b	6526	SLC5A3
Hsa-miR-30b	2794	GNL1
Hsa-miR-30b	148534	TLCD4
Hsa-miR-30b	5999	RGS4
Hsa-miR-30b	10137	RBM12
Hsa-miR-30b	84305	PYM1
Hsa-miR-30b	55607	PPP1R9A
Hsa-miR-30b	5362	PLXNA2
Hsa-miR-30b	400961	PAIP2B
Hsa-miR-30b	55216	NKAPD1
Hsa-miR-30b	607	BCL9
Hsa-miR-30b	162239	ZFP1
Hsa-miR-30b	4351	MPI
Hsa-miR-30b	10800	CYSLTR1
Hsa-miR-30b	65979	PHACTR4
Hsa-miR-30b	132884	EVC2
Hsa-miR-30b	283652	SLC24A5
Hsa-miR-30b	93349	SP140L
Hsa-miR-30b	57534	MIB1
Hsa-miR-30b	387923	SERP2
Hsa-miR-30b	55676	SLC30A6
Hsa-miR-30b	79618	HMBOX1
Hsa-miR-30b	9230	RAB11B
Hsa-miR-30b	79867	TCTN2
Hsa-miR-30b	4343	MOV10
Hsa-miR-30b	84529	CDIN1
Hsa-miR-30b	1677	DFFB
Hsa-miR-30b	8087	FXR1
Hsa-miR-30b	83988	NCALD
Hsa-miR-30b	79016	DDA1
Hsa-miR-30b	8531	YBX3
Hsa-miR-30b	222553	SLC35F1
Hsa-miR-30b	150290	DUSP18
Hsa-miR-30b	5796	PTPRK
Hsa-miR-30b	25870	SUMF2
Hsa-miR-30b	57574	MARCHF4
Hsa-miR-30b	56995	TULP4
Hsa-miR-30b	9331	B4GALT6
Hsa-miR-30b	2784	GNB3
Hsa-miR-30b	55166	CENPQ
Hsa-miR-30b	6789	STK4
Hsa-miR-30b	23092	ARHGAP26
Hsa-miR-30b	9943	OXSR1
Hsa-miR-30b	4232	MEST
Hsa-miR-30b	402682	UFSP1
Hsa-miR-30b	80036	TRPM3
Hsa-miR-30b	30811	HUNK
Hsa-miR-30b	322	APBB1
Hsa-miR-30b	79752	ZFAND1
Hsa-miR-30b	3739	KCNA4
Hsa-miR-30b	6399	TRAPPC2
Hsa-miR-30b	84912	SLC35B4
Hsa-miR-30b	10144	FAM13A
Hsa-miR-30b	116461	TSEN15
Hsa-miR-30b	22986	SORCS3
Hsa-miR-30b	8462	KLF11
Hsa-miR-30b	57692	MAGEE1
Hsa-miR-30b	9647	PPM1F
Hsa-miR-30b	5915	RARB
Hsa-miR-30b	9958	USP15
Hsa-miR-30b	57536	KIAA1328
Hsa-miR-30b	57711	ZNF529
Hsa-miR-30b	11092	SPACA9
Hsa-miR-30b	6400	SEL1L
Hsa-miR-30b	83755	KRTAP4-12
Hsa-miR-30b	60560	NAA35
Hsa-miR-30b	84230	LRRC8C
Hsa-miR-30b	23344	ESYT1
Hsa-miR-30b	7568	ZNF20
Hsa-miR-30b	790955	UQCC3
Hsa-miR-30b	54726	OTUD4
Hsa-miR-30b	26519	TIMM10
Hsa-miR-30b	84101	USP44
Hsa-miR-30b	1446	CSN1S1
Hsa-miR-30b	401152	C4orf3
Hsa-miR-30b	400935	IL17REL
Hsa-miR-30b	26872	STEAP1
Hsa-miR-30b	123264	SLC51B
Hsa-miR-30b	3742	KCNA6
Hsa-miR-30b	56853	CELF4
Hsa-miR-30b	340146	SLC35D3
Hsa-miR-30b	11335	CBX3
Hsa-miR-30b	80830	APOL6
Hsa-miR-30b	3767	KCNJ11
Hsa-miR-30b	157695	TDRP
Hsa-miR-30b	54955	C1orf109
Hsa-miR-30b	7431	VIM
Hsa-miR-30b	2744	GLS
Hsa-miR-30b	90187	EMILIN3
Hsa-miR-30b	4678	NASP
Hsa-miR-30b	6584	SLC22A5
Hsa-miR-30b	57158	JPH2
Hsa-miR-30b	5754	PTK7
Hsa-miR-30b	57181	SLC39A10
Hsa-miR-30b	94104	PAXBP1
Hsa-miR-30b	2736	GLI2
Hsa-miR-30b	284276	LINC00908
Hsa-miR-30b	59353	TMEM35A
Hsa-miR-30b	54855	TENT5C
Hsa-miR-30b	347517	RAB41
